Biosample Index	Biosample	Biosample summary	Assay	Accession	Download URL	umap_raw_X	umap_raw_Y	umap_graph_X	umap_graph_Y	Experiment_name	Dummy
J620	vein endothelial cell	vein endothelial cell male adult (48 years) and male adult (52 years)	CAGE_plus_strand_signal_of_all_reads	ENCFF663LWY	/files/ENCFF663LWY/@@download/ENCFF663LWY.bigWig	-3.119652	-25.235083	0.5579849	-3.2682793	CAGE_plus_strand_vein endothelial cell	0
J066	smooth muscle cell	smooth muscle cell originated from H9	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF312LAU	/files/ENCFF312LAU/@@download/ENCFF312LAU.bigWig	-4.7631755	-23.757812	4.9181337	-3.4705637	small_RNA-seq_minus_strand_smooth muscle cell	0
J004	K562	K562	ChIP-seq_REST_signal_p-value	ENCFF042IHV	/files/ENCFF042IHV/@@download/ENCFF042IHV.bigWig	-4.3393416	-23.777502	3.4129045	-4.615824	ChIP-seq_REST_K562	0
J000	KMS-11	KMS-11	ChIP-seq_H3K4me3_signal_p-value	ENCFF478GFM	/files/ENCFF478GFM/@@download/ENCFF478GFM.bigWig	-2.5861871	-26.425537	-0.9971345	-5.1083775000000005	ChIP-seq_H3K4me3_KMS-11	0
J744	skeletal muscle myoblast	skeletal muscle myoblast	polyA_depleted_RNA-seq_plus_strand_signal_of_all_reads	ENCFF678KKR	/files/ENCFF678KKR/@@download/ENCFF678KKR.bigWig	-6.0394716	-25.372553	8.912476	2.6718156000000004	polyA_depleted_RNA-seq_plus_strand_skeletal muscle myoblast	0
J199	bipolar neuron	bipolar neuron originated from GM23338 treated with 0.5 μg/mL doxycycline hyclate for 4 days	ChIP-seq_H3F3A_signal_p-value	ENCFF730DOM	/files/ENCFF730DOM/@@download/ENCFF730DOM.bigWig	-2.2813902	-23.317284	-0.77966666	-2.5892754	ChIP-seq_H3F3A_bipolar neuron	0
J467	mucosa of rectum	mucosa of rectum female adult (61 year)	ChIP-seq_H3K9me3_signal_p-value	ENCFF662NRR	/files/ENCFF662NRR/@@download/ENCFF662NRR.bigWig	-4.5886497	-24.179684	10.5033655	-2.0043664	ChIP-seq_H3K9me3_mucosa of rectum	0
J532	angular gyrus	angular gyrus female adult (75 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF167ZYG	/files/ENCFF167ZYG/@@download/ENCFF167ZYG.bigWig	-2.5245543	-26.022345	4.75131	-5.8386316	ChIP-seq_H3K27ac_angular gyrus	0
J678	ascending aorta	ascending aorta female adult (53 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF527MPO	/files/ENCFF527MPO/@@download/ENCFF527MPO.bigWig	-5.3585129999999985	-24.184044	5.341224	-3.7852519	ChIP-seq_H3K36me3_ascending aorta	0
J358	GM12878	GM12878 nucleolus fraction	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF468QML	/files/ENCFF468QML/@@download/ENCFF468QML.bigWig	-4.816415	-23.459167	3.2790804	-3.671492	small_RNA-seq_plus_strand_GM12878	0
J708	spinal cord	spinal cord female embryo (24 weeks) and male embryo (22 weeks)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF326XMS	/files/ENCFF326XMS/@@download/ENCFF326XMS.bigWig	-4.6859107	-23.898643	2.0327272	-2.8613217	total_RNA-seq_plus_strand_spinal cord	0
J678	ascending aorta	ascending aorta female adult (53 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF449CTO	/files/ENCFF449CTO/@@download/ENCFF449CTO.bigWig	-4.9900107	-23.273394	2.8344612	-3.6589048	ChIP-seq_H3K27me3_ascending aorta	0
J191	esophagus squamous epithelium	esophagus squamous epithelium female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF329ZKD	/files/ENCFF329ZKD/@@download/ENCFF329ZKD.bigWig	-4.4968157	-24.503008	2.4435067000000004	-1.8675952	total_RNA-seq_plus_strand_esophagus squamous epithelium	0
J620	vein endothelial cell	vein endothelial cell male adult (48 years) and male adult (52 years)	CAGE_minus_strand_signal_of_all_reads	ENCFF442HZS	/files/ENCFF442HZS/@@download/ENCFF442HZS.bigWig	-3.9999776	-24.77852	2.3676517	-3.9822633	CAGE_minus_strand_vein endothelial cell	0
J558	SK-MEL-5	SK-MEL-5 cytosolic fraction	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF351BRU	/files/ENCFF351BRU/@@download/ENCFF351BRU.bigWig	-3.1887262	-23.39136	-1.1364927	-3.2847092000000004	small_RNA-seq_minus_strand_SK-MEL-5	0
J135	HepG2	HepG2 nuclear fraction	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF830OXU	/files/ENCFF830OXU/@@download/ENCFF830OXU.bigWig	-2.601747	-26.468306	-0.9582351	-5.0855947	total_RNA-seq_minus_strand_HepG2	0
J744	skeletal muscle myoblast	skeletal muscle myoblast	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF954WCF	/files/ENCFF954WCF/@@download/ENCFF954WCF.bigWig	-5.4406633	-24.036379	5.561101	-4.0136013	RAMPAGE_plus_strand_skeletal muscle myoblast	0
J452	AG04450	AG04450	ChIP-seq_H3K27ac_signal_p-value	ENCFF356YQG	/files/ENCFF356YQG/@@download/ENCFF356YQG.bigWig	-4.343522	-24.346354	2.5140612	-1.7573541	ChIP-seq_H3K27ac_AG04450	0
J392	CD8-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell male adult (21 year)	ChIP-seq_H3K36me3_signal_p-value	ENCFF301XJX	/files/ENCFF301XJX/@@download/ENCFF301XJX.bigWig	-2.0759220000000003	-24.000628	2.4980378	-5.625714	ChIP-seq_H3K36me3_CD8-positive, alpha-beta T cell	0
J021	esophagus	esophagus female adult (30 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF557GNE	/files/ENCFF557GNE/@@download/ENCFF557GNE.bigWig	-3.967308	-23.887814	3.4258468	-4.748925	ChIP-seq_H3K4me1_esophagus	0
J125	Karpas-422	Karpas-422	ChIP-seq_H3K4me1_signal_p-value	ENCFF526URO	/files/ENCFF526URO/@@download/ENCFF526URO.bigWig	-2.1434934	-24.399727	-2.919208	-5.629843	ChIP-seq_H3K4me1_Karpas-422	0
J285	keratinocyte	keratinocyte female	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF496IWV	/files/ENCFF496IWV/@@download/ENCFF496IWV.bigWig	-4.7612066	-24.074764	3.2662277000000004	-4.325830000000002	polyA_RNA-seq_plus_strand_keratinocyte	0
J465	cingulate gyrus	cingulate gyrus male adult (81 year)	ChIP-seq_H3K4me1_signal_p-value	ENCFF607FXW	/files/ENCFF607FXW/@@download/ENCFF607FXW.bigWig	-4.254764	-24.149775	0.40878376	2.139201	ChIP-seq_H3K4me1_cingulate gyrus	0
J369	stomach	stomach male adult (34 years)	DNase-seq_read-depth_normalized_signal	ENCFF017FGP	/files/ENCFF017FGP/@@download/ENCFF017FGP.bigWig	-2.9091172000000003	-26.7351	-5.672063	-3.7941191	DNase-seq_read-depth_normalized_stomach	0
J269	mesendoderm	mesendoderm originated from H1-hESC	ChIP-seq_H3K4me2_signal_p-value	ENCFF127JHL	/files/ENCFF127JHL/@@download/ENCFF127JHL.bigWig	-1.8858026	-25.253593	1.4130077	-4.0944567	ChIP-seq_H3K4me2_mesendoderm	0
J324	SU-DHL-6	SU-DHL-6	ChIP-seq_H3K27me3_signal_p-value	ENCFF156PPR	/files/ENCFF156PPR/@@download/ENCFF156PPR.bigWig	-4.743089	-25.349277	-5.8714776	-2.7334318	ChIP-seq_H3K27me3_SU-DHL-6	0
J013	layer of hippocampus	layer of hippocampus female adult (75 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF081GCW	/files/ENCFF081GCW/@@download/ENCFF081GCW.bigWig	-4.258124	-26.006775	10.519367	-2.0561824	ChIP-seq_H3K9ac_layer of hippocampus	0
J737	tibial artery	tibial artery female adult (53 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF156NVR	/files/ENCFF156NVR/@@download/ENCFF156NVR.bigWig	-4.006126	-25.565763	2.2426786	-4.744804	ChIP-seq_H3K27me3_tibial artery	0
J072	colonic mucosa	colonic mucosa female adult (56 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF494ODQ	/files/ENCFF494ODQ/@@download/ENCFF494ODQ.bigWig	-2.088203	-24.917826	4.754753	-6.324879599999999	ChIP-seq_H3K4me1_colonic mucosa	0
J359	occipital lobe	occipital lobe female embryo (20 weeks) and male embryo (22 weeks)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF141HBF	/files/ENCFF141HBF/@@download/ENCFF141HBF.bigWig	-4.343964	-23.055458	3.9297256	5.7674007000000005	small_RNA-seq_plus_strand_occipital lobe	0
J345	BJ	BJ	CAGE_minus_strand_signal_of_all_reads	ENCFF702TLI	/files/ENCFF702TLI/@@download/ENCFF702TLI.bigWig	-2.5445795	-24.773613	2.143534	-7.0461674	CAGE_minus_strand_BJ	0
J607	esophagus muscularis mucosa	esophagus muscularis mucosa male adult (54 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF553RGA	/files/ENCFF553RGA/@@download/ENCFF553RGA.bigWig	-2.8330014	-24.536123	-3.0671837	-5.5434523	total_RNA-seq_minus_strand_esophagus muscularis mucosa	0
J294	neutrophil	neutrophil male	ChIP-seq_H3K4me3_signal_p-value	ENCFF606GTH	/files/ENCFF606GTH/@@download/ENCFF606GTH.bigWig	-3.8495648	-23.718735	16.688128	8.301984	ChIP-seq_H3K4me3_neutrophil	0
J467	mucosa of rectum	mucosa of rectum female adult (61 year)	ChIP-seq_H3K4me1_signal_p-value	ENCFF736MKD	/files/ENCFF736MKD/@@download/ENCFF736MKD.bigWig	-4.2169604000000005	-26.512789	4.7090163	-0.42470706	ChIP-seq_H3K4me1_mucosa of rectum	0
J002	SK-N-SH	SK-N-SH	ChIP-seq_H3K9ac_signal_p-value	ENCFF141NDT	/files/ENCFF141NDT/@@download/ENCFF141NDT.bigWig	-5.4406643	-24.795713	1.3089883	6.21866	ChIP-seq_H3K9ac_SK-N-SH	0
J744	skeletal muscle myoblast	skeletal muscle myoblast	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF689KRT	/files/ENCFF689KRT/@@download/ENCFF689KRT.bigWig	-5.857631	-24.18	6.2268195	-3.1950493	polyA_RNA-seq_minus_strand_skeletal muscle myoblast	0
J374	T-cell	T-cell	ChIP-seq_H3K9me3_signal_p-value	ENCFF182DYP	/files/ENCFF182DYP/@@download/ENCFF182DYP.bigWig	-2.5726400000000003	-22.639158	-1.638656	-1.7556688000000005	ChIP-seq_H3K9me3_T-cell	0
J156	endothelial cell of umbilical vein	endothelial cell of umbilical vein nuclear fraction male newborn	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF625IIW	/files/ENCFF625IIW/@@download/ENCFF625IIW.bigWig	-2.8564136	-25.13627	2.2333217	-3.970766	polyA_RNA-seq_plus_strand_endothelial cell of umbilical vein	0
J499	muscle layer of colon	muscle layer of colon female adult (77 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF452XYN	/files/ENCFF452XYN/@@download/ENCFF452XYN.bigWig	-3.5751457	-26.414469	-6.128557	-3.0312893	ChIP-seq_H3K4me3_muscle layer of colon	0
J096	sigmoid colon	sigmoid colon male adult (37 years)	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF183UDF	/files/ENCFF183UDF/@@download/ENCFF183UDF.bigWig	-1.5754611	-24.469809	2.1124651	-12.810063	ChIP-seq_POLR2AphosphoS5_sigmoid colon	0
J021	esophagus	esophagus female adult (30 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF477EGI	/files/ENCFF477EGI/@@download/ENCFF477EGI.bigWig	-5.2262206	-23.379646	3.3231654	-3.6638143	ChIP-seq_H3K4me3_esophagus	0
J209	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (51 year)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF234BPR	/files/ENCFF234BPR/@@download/ENCFF234BPR.bigWig	-4.462407	-26.21645	10.492791	-2.0060482	total_RNA-seq_minus_strand_esophagus muscularis mucosa	0
J199	bipolar neuron	bipolar neuron originated from GM23338 treated with 0.5 μg/mL doxycycline hyclate for 4 days	ChIP-seq_H3K9ac_signal_p-value	ENCFF850JAM	/files/ENCFF850JAM/@@download/ENCFF850JAM.bigWig	-3.6563587	-24.133394	4.3118120000000015	-7.1724715	ChIP-seq_H3K9ac_bipolar neuron	0
J365	CD8-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	ChIP-seq_H3K9me3_signal_p-value	ENCFF482CAB	/files/ENCFF482CAB/@@download/ENCFF482CAB.bigWig	-2.732229	-25.91683	4.202914	-5.8471093000000005	ChIP-seq_H3K9me3_CD8-positive, alpha-beta T cell	0
J014	epithelial cell of proximal tubule	epithelial cell of proximal tubule	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF370OHA	/files/ENCFF370OHA/@@download/ENCFF370OHA.bigWig	-3.0523992	-26.930653000000003	-5.6859074	-3.7519858	RAMPAGE_minus_strand_epithelial cell of proximal tubule	0
J085	small intestine	small intestine female adult (30 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF519HZK	/files/ENCFF519HZK/@@download/ENCFF519HZK.bigWig	-3.8583286	-22.77352	-2.6316137000000004	4.575204	ChIP-seq_H3K27ac_small intestine	0
J041	GM12878	GM12878	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF071VTY	/files/ENCFF071VTY/@@download/ENCFF071VTY.bigWig	-4.80624	-25.333801	-5.600103400000001	-2.8716028	total_RNA-seq_plus_strand_GM12878	0
J319	astrocyte	astrocyte	microRNA-seq_plus_strand_signal_of_all_reads	ENCFF179LJK	/files/ENCFF179LJK/@@download/ENCFF179LJK.bigWig	-2.4321606	-24.660652	-2.9223661	-5.6658597	microRNA-seq_plus_strand_astrocyte	0
J006	B cell	B cell female adult (27 years) and female adult (43 years)	ChIP-seq_H2AFZ_signal_p-value	ENCFF747WPT	/files/ENCFF747WPT/@@download/ENCFF747WPT.bigWig	-4.2972345	-23.830576	1.7383112	-2.4287703	ChIP-seq_H2AFZ_B cell	0
J502	peripheral blood mononuclear cell	peripheral blood mononuclear cell female adult (28 years)	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF883GRX	/files/ENCFF883GRX/@@download/ENCFF883GRX.bigWig	-4.5913386	-24.176579	5.732793	-3.1987352	polyA_RNA-seq_plus_strand_peripheral blood mononuclear cell	0
J816	duodenal mucosa	duodenal mucosa male adult (59 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF267PQX	/files/ENCFF267PQX/@@download/ENCFF267PQX.bigWig	-3.2505596000000003	-24.616747	3.173643	-5.8035183	ChIP-seq_H3K4me3_duodenal mucosa	0
J368	B cell	B cell male adult (21 year)	ChIP-seq_H3K9me3_signal_p-value	ENCFF462PAO	/files/ENCFF462PAO/@@download/ENCFF462PAO.bigWig	-2.746544	-26.058094	4.2511845	-6.063125	ChIP-seq_H3K9me3_B cell	0
J521	NT2/D1	NT2/D1	ChIP-seq_YY1_signal_p-value	ENCFF776LSB	/files/ENCFF776LSB/@@download/ENCFF776LSB.bigWig	-2.3573153	-24.774076	0.45932916	-4.945649	ChIP-seq_YY1_NT2/D1	0
J537	adrenal gland	adrenal gland female adult (51 year)	ATAC-seq_signal_p-value	ENCFF111XAE	/files/ENCFF111XAE/@@download/ENCFF111XAE.bigWig	-4.9981300000000015	-23.305645	2.026412	-3.2412217	ATAC-seq_adrenal gland	0
J187	sigmoid colon	sigmoid colon male adult (34 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF189OAL	/files/ENCFF189OAL/@@download/ENCFF189OAL.bigWig	-8.159195	5.119003	1.3347608	16.646471	ChIP-seq_H3K36me3_sigmoid colon	0
J059	chorionic villus	chorionic villus male embryo (38 weeks)	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF843KOD	/files/ENCFF843KOD/@@download/ENCFF843KOD.bigWig	-4.3549232	-25.13463	8.441554	-3.7537124	polyA_RNA-seq_plus_strand_chorionic villus	0
J558	SK-MEL-5	SK-MEL-5 cytosolic fraction	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF273KER	/files/ENCFF273KER/@@download/ENCFF273KER.bigWig	-3.1947963	-26.36813	-5.8329525	-3.2307436000000003	polyA_RNA-seq_plus_strand_SK-MEL-5	0
J504	caudate nucleus	caudate nucleus male adult (81 year)	ChIP-seq_H3K4me3_signal_p-value	ENCFF791DQY	/files/ENCFF791DQY/@@download/ENCFF791DQY.bigWig	-2.8098402	-25.927628	4.2316379999999985	-6.0965204	ChIP-seq_H3K4me3_caudate nucleus	0
J171	HeLa-S3	HeLa-S3 nuclear fraction	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF313IJY	/files/ENCFF313IJY/@@download/ENCFF313IJY.bigWig	-2.8008764	-24.210878	0.6283378000000001	-4.876709	polyA_RNA-seq_minus_strand_HeLa-S3	0
J040	HepG2	HepG2	ChIP-seq_H3K9ac_signal_p-value	ENCFF395MZV	/files/ENCFF395MZV/@@download/ENCFF395MZV.bigWig	-4.62898	-25.151176	1.5492387	5.2626305	ChIP-seq_H3K9ac_HepG2	0
J531	naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq_H3K9me3_signal_p-value	ENCFF444LCL	/files/ENCFF444LCL/@@download/ENCFF444LCL.bigWig	-3.7917798	-25.960773	-5.6936792999999986	-2.966964	ChIP-seq_H3K9me3_naive thymus-derived CD4-positive, alpha-beta T cell	0
J192	lung	lung male child (3 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF727RWZ	/files/ENCFF727RWZ/@@download/ENCFF727RWZ.bigWig	-2.3971272	-25.692303	4.660375599999999	-5.8699574	ChIP-seq_H3K36me3_lung	0
J092	neural progenitor cell	neural progenitor cell originated from H9	ChIP-seq_H3K36me3_signal_p-value	ENCFF389JNT	/files/ENCFF389JNT/@@download/ENCFF389JNT.bigWig	-3.1057365000000003	-25.707935	4.0285707	-5.902343	ChIP-seq_H3K36me3_neural progenitor cell	0
J269	mesendoderm	mesendoderm originated from H1-hESC	ChIP-seq_H4K8ac_signal_p-value	ENCFF768JOP	/files/ENCFF768JOP/@@download/ENCFF768JOP.bigWig	-3.2770905	-23.987875	1.9406651	-4.587550599999998	ChIP-seq_H4K8ac_mesendoderm	0
J345	BJ	BJ	CAGE_plus_strand_signal_of_all_reads	ENCFF162HWC	/files/ENCFF162HWC/@@download/ENCFF162HWC.bigWig	-3.7924678	-24.427032	0.8486065	-3.3422828	CAGE_plus_strand_BJ	0
J319	astrocyte	astrocyte	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF921YHN	/files/ENCFF921YHN/@@download/ENCFF921YHN.bigWig	-4.792731	-25.164091	-5.864077	-2.6582975	total_RNA-seq_minus_strand_astrocyte	0
J200	IMR-90	IMR-90	ChIP-seq_RAD21_signal_p-value	ENCFF626OLO	/files/ENCFF626OLO/@@download/ENCFF626OLO.bigWig	-5.594709	-24.796728	1.380801	5.962478	ChIP-seq_RAD21_IMR-90	0
J389	kidney	kidney female embryo (120 days)	DNase-seq_read-depth_normalized_signal	ENCFF969UJW	/files/ENCFF969UJW/@@download/ENCFF969UJW.bigWig	-4.7996035	-24.053616	4.730101	-3.4557605	DNase-seq_read-depth_normalized_kidney	0
J197	PC-3	PC-3	ChIP-seq_H3K4me3_signal_p-value	ENCFF492NEG	/files/ENCFF492NEG/@@download/ENCFF492NEG.bigWig	-4.117386	-24.384268	3.1768446	-4.5038524	ChIP-seq_H3K4me3_PC-3	0
J286	tibial nerve	tibial nerve female adult (51 year)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF974LXT	/files/ENCFF974LXT/@@download/ENCFF974LXT.bigWig	-4.8277125	-24.431864	-5.869174	-2.7046377999999995	RAMPAGE_plus_strand_tibial nerve	0
J046	trophoblast cell	trophoblast cell originated from H1-hESC	ChIP-seq_H3K23ac_signal_p-value	ENCFF206EOO	/files/ENCFF206EOO/@@download/ENCFF206EOO.bigWig	-2.0304935	-24.524876000000006	2.1382384	-6.0517197	ChIP-seq_H3K23ac_trophoblast cell	0
J298	SK-N-SH	SK-N-SH nuclear fraction	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF241IIF	/files/ENCFF241IIF/@@download/ENCFF241IIF.bigWig	-4.124094	-23.256315	0.32301536	-4.88291	small_RNA-seq_minus_strand_SK-N-SH	0
J057	muscle of leg	muscle of leg female embryo (110 days)	ChIP-seq_H3K36me3_signal_p-value	ENCFF335LNK	/files/ENCFF335LNK/@@download/ENCFF335LNK.bigWig	-4.80007	-26.558147	10.4552145	-1.4053138	ChIP-seq_H3K36me3_muscle of leg	0
J099	liver	liver male adult (32 years)	ChIP-seq_EGR1_signal_p-value	ENCFF527QQW	/files/ENCFF527QQW/@@download/ENCFF527QQW.bigWig	-4.8289040000000005	-24.811848	2.2132974	-3.0742693	ChIP-seq_EGR1_liver	0
J010	H1-hESC	H1-hESC	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF822MWQ	/files/ENCFF822MWQ/@@download/ENCFF822MWQ.bigWig	-3.765701	-25.46224	3.8350327000000006	1.4527321000000002	small_RNA-seq_plus_strand_H1-hESC	0
J689	keratinocyte	keratinocyte cytosolic fraction female	polyA_depleted_RNA-seq_minus_strand_signal_of_all_reads	ENCFF575KQK	/files/ENCFF575KQK/@@download/ENCFF575KQK.bigWig	-2.8512206	-24.537792	4.3239303	-7.189655	polyA_depleted_RNA-seq_minus_strand_keratinocyte	0
J179	prostate gland	prostate gland male adult (37 years)	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF684NRT	/files/ENCFF684NRT/@@download/ENCFF684NRT.bigWig	-2.5613434	-25.52788	2.2405553	-6.085724	ChIP-seq_POLR2AphosphoS5_prostate gland	0
J448	body of pancreas	body of pancreas female adult (53 years)	DNase-seq_read-depth_normalized_signal	ENCFF116YEY	/files/ENCFF116YEY/@@download/ENCFF116YEY.bigWig	-3.378884	-25.394028	3.7156324	1.2882223999999998	DNase-seq_read-depth_normalized_body of pancreas	0
J013	layer of hippocampus	layer of hippocampus female adult (75 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF711UOT	/files/ENCFF711UOT/@@download/ENCFF711UOT.bigWig	-2.596508	-24.111969	2.187854	-5.319772	ChIP-seq_H3K36me3_layer of hippocampus	0
J068	right atrium auricular region	right atrium auricular region female adult (53 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF895SIG	/files/ENCFF895SIG/@@download/ENCFF895SIG.bigWig	-2.0679731	-25.750729	5.124978	-7.131516	ChIP-seq_H3K4me1_right atrium auricular region	0
J185	layer of hippocampus	layer of hippocampus male adult (73 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF711EWQ	/files/ENCFF711EWQ/@@download/ENCFF711EWQ.bigWig	-4.3034887	-26.495733	4.7094755	-0.42502102	ChIP-seq_H3K4me3_layer of hippocampus	0
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF792ZSQ	/files/ENCFF792ZSQ/@@download/ENCFF792ZSQ.bigWig	-1.8747911	-25.400318	2.7754252	-5.5994730000000015	RAMPAGE_minus_strand_GM23338	0
J000	KMS-11	KMS-11	ChIP-seq_H3K27me3_signal_p-value	ENCFF952TLY	/files/ENCFF952TLY/@@download/ENCFF952TLY.bigWig	-1.5472823	-25.965563	6.0002832	17.020661999999998	ChIP-seq_H3K27me3_KMS-11	0
J607	esophagus muscularis mucosa	esophagus muscularis mucosa male adult (54 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF391EKX	/files/ENCFF391EKX/@@download/ENCFF391EKX.bigWig	-3.670844600000001	-25.636963	1.8415309	-5.29359	total_RNA-seq_plus_strand_esophagus muscularis mucosa	0
J582	iPS-15b	iPS-15b female adult (48 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF838FGF	/files/ENCFF838FGF/@@download/ENCFF838FGF.bigWig	-2.3841085	-26.13835	4.1920176	-5.8106675	ChIP-seq_H3K9me3_iPS-15b	0
J147	skeletal muscle myoblast	skeletal muscle myoblast male adult (22 years)	ChIP-seq_H2AFZ_signal_p-value	ENCFF507PZP	/files/ENCFF507PZP/@@download/ENCFF507PZP.bigWig	-4.3691945	-23.049728	3.9519897	5.7901440000000015	ChIP-seq_H2AFZ_skeletal muscle myoblast	0
J129	ovary	ovary female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF902LMR	/files/ENCFF902LMR/@@download/ENCFF902LMR.bigWig	-3.026876	-24.418444	1.9886274	-6.1726003	total_RNA-seq_plus_strand_ovary	0
J309	omental fat pad	omental fat pad male adult (37 years)	ChIP-seq_CTCF_signal_p-value	ENCFF669IHZ	/files/ENCFF669IHZ/@@download/ENCFF669IHZ.bigWig	-4.8488584	-23.547861	2.8705895	-3.6787784	ChIP-seq_CTCF_omental fat pad	0
J366	mammary epithelial cell	mammary epithelial cell female adult (23 years)	CAGE_plus_strand_signal_of_all_reads	ENCFF940BGF	/files/ENCFF940BGF/@@download/ENCFF940BGF.bigWig	-0.9017527	-25.319998	0.4691817	-13.371761	CAGE_plus_strand_mammary epithelial cell	0
J415	adrenal gland	adrenal gland male adult (54 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF163QQA	/files/ENCFF163QQA/@@download/ENCFF163QQA.bigWig	-5.413901	-23.618721	6.248605	-1.7881857	ChIP-seq_H3K36me3_adrenal gland	0
J177	H1-hESC	H1-hESC cytosolic fraction	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF791SYG	/files/ENCFF791SYG/@@download/ENCFF791SYG.bigWig	-4.6576447	-25.199272	3.7068598	-3.6156588	polyA_RNA-seq_plus_strand_H1-hESC	0
J603	caudate nucleus	caudate nucleus female adult (75 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF319SFO	/files/ENCFF319SFO/@@download/ENCFF319SFO.bigWig	-2.4990923	-25.66042	4.164265	-5.9004383	ChIP-seq_H3K4me3_caudate nucleus	0
J272	HT1080	HT1080	DNase-seq_read-depth_normalized_signal	ENCFF958WWO	/files/ENCFF958WWO/@@download/ENCFF958WWO.bigWig	-3.9256542	-27.28129	-2.8970888	0.8894216	DNase-seq_read-depth_normalized_HT1080	0
J259	body of pancreas	body of pancreas male adult (37 years)	DNase-seq_read-depth_normalized_signal	ENCFF381POQ	/files/ENCFF381POQ/@@download/ENCFF381POQ.bigWig	-2.239451	-25.817772	4.292789	-5.159791	DNase-seq_read-depth_normalized_body of pancreas	0
J774	duodenal mucosa	duodenal mucosa male adult (76 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF688OWS	/files/ENCFF688OWS/@@download/ENCFF688OWS.bigWig	-4.6953177	-24.439615	5.150935	-3.4776273	ChIP-seq_H3K9me3_duodenal mucosa	0
J537	adrenal gland	adrenal gland female adult (51 year)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF103VHB	/files/ENCFF103VHB/@@download/ENCFF103VHB.bigWig	-3.3456538	-24.383802	2.1606224	-5.1718125	RAMPAGE_plus_strand_adrenal gland	0
J452	AG04450	AG04450	polyA_depleted_RNA-seq_minus_strand_signal_of_all_reads	ENCFF496OGT	/files/ENCFF496OGT/@@download/ENCFF496OGT.bigWig	-4.7169747000000015	-22.483646	-2.142905	5.0911527	polyA_depleted_RNA-seq_minus_strand_AG04450	0
J569	NCI-H460	NCI-H460	DNase-seq_read-depth_normalized_signal	ENCFF673ICX	/files/ENCFF673ICX/@@download/ENCFF673ICX.bigWig	-5.517258999999999	-23.210554	19.969383	-0.41271785	DNase-seq_read-depth_normalized_NCI-H460	0
